date,amount,type,description,category,sender,raw_message
1970-01-01 00:28:55.028802037,409.0,unknown,Uncategorized,Others,650002,"You're missing out on incoming calls & OTPs! Recharge now with Rs409 & get UL calls, UL 5G, 2.5GB data/day, Talktime Rs 5 & 20+ OTTs with Airtel Xstream Play?for 28 Days. Recharge on Airtel Thanks App with ZERO CONVENIENCE FEE  i.airtel.in/AirRech"
1970-01-01 00:28:55.296024705,1.0,unknown,Uncategorized,Others,180008,Loan Approved in 48 Hrs! Apply for a Bajaj Finance Property Loan of upto Rs 1 Crore today! { https://r.bflcomm.in/BAJOFF/SuC8NAx8 }
1970-01-01 00:28:56.317658333,3928.0,unknown,Uncategorized,Others,idfcfb,EMI of INR 3928 is due for TWO WHEELER LOANS a/c no ****3863 on 10-JAN-25. EMI will be deducted from your a/c no ****8589 between 6am-10pm. Please maintain sufficient balance in your bank a/c to avoid charges & need for multiple presentation. For details click https://idfcfr.in/IDFCFB/g1rk5e IDFC FIRST Bank
1970-01-01 00:28:55.443025296,9.0,debit,Uncategorized,Others,aircol,"Hi! To avoid call & data service disconnection on your Airtel No. 0000006088, please pay Rs 9 immediately. Pay via Airtel Thanks App - https://www.airtel.in/5/PPbillreminder. Please ignore if already paid. You can also ask us your questions on Airtel Thanks App. Your feedback makes us better everyday."
1970-01-01 00:28:53.399662287,349.0,unknown,Uncategorized,Others,jiopay,Your recharged plan Rs 349_28D_2GB/D for Jio Number 0000001455 is currently in queue as you already have an active plan. Your recharged plan will automatically get activated after expiry of your current plan. You can also activate your queued plan by dialing 19914 or by clicking www.jio.com/my_plans
1970-01-01 00:28:54.674519468,349.0,unknown,Uncategorized,Others,650001,"You're missing out on incoming calls & OTPs! Recharge now with Rs349 Airtel pack to get UL calls, 2GB data/day, 100 SMS/day & UL 5G available, for 28 days. Recharge on Airtel Thanks App with ZERO CONVENIENCE FEE  i.airtel.in/AirRech"
1970-01-01 00:28:56.234280218,33.0,unknown,Uncategorized,Others,650002,"Offer for 8082XXX088 !
Recharge now to enjoy 2GB data, for 1 day, in Rs33. Recharge on Airtel Thanks App with ZERO CONVENIENCE FEE  i.airtel.in/AirRech"
1970-01-01 00:28:55.940830956,86.88,debit,Uncategorized,Others,cbssbi,Your AC XXXXX068589 Debited INR 86.88 on 03/01/25 -ECS/ACH RET CH. Avl Bal INR 13.12.-SBI
1970-01-01 00:28:53.470753842,409.0,unknown,Uncategorized,Others,650001,"Your Airtel pack on 8082XXX088 is about to expire!
Recharge now with Rs409 to stay connected. Get UL calls, UL 5G, 2.5GB data/day, Talktime Rs 5 & 20+ OTTs with Airtel Xstream Play subscription?for 28 Days. Recharge on Airtel Thanks App with ZERO CONVENIENCE FEE  i.airtel.in/AirRech"
1970-01-01 00:28:53.727940622,449.0,unknown,Uncategorized,Others,650001,"REMINDER: Airtel unlimited pack has expired on 8082XXX088 . Recharge now with Rs449 & get UL calls, 3GB data/day, 100 SMS/day & 20+ OTTs with Airtel Xstream Play for 28 Days. Recharge on Airtel Thanks App with ZERO CONVENIENCE FEE  i.airtel.in/AirRech"
1970-01-01 00:28:55.372438545,409.0,unknown,Uncategorized,Others,650002,"You're missing out on incoming calls & OTPs! Recharge now with Rs409 & get UL calls, UL 5G, 2.5GB data/day, Talktime Rs 5 & 20+ OTTs with Airtel Xstream Play?for 28 Days. Recharge on Airtel Thanks App with ZERO CONVENIENCE FEE  i.airtel.in/AirRech"
1970-01-01 00:28:53.813771772,979.0,unknown,Uncategorized,Others,650002,"REMINDER: Airtel unlimited pack has expired on 8082XXX088 . Recharge now with Rs979 & get UL calls, 2GB data/day & 20+ OTTs with Airtel Xstream Play?for 84 Days. Recharge on Airtel Thanks App with ZERO CONVENIENCE FEE  i.airtel.in/AirRech"
1970-01-01 00:28:53.567630724,900.0,unknown,Uncategorized,Others,sbiupi,"Ur 1st UPI Txn of Rs900.0 frm SBIN A/cX8589 is successful. If it's not u, visit ur branch or mail us at suXXXXXXXXX@sbi.co.in"
1970-01-01 00:28:56.115659627,181.0,unknown,Uncategorized,Others,airtel,Alert!90%-: of daily high speed data is consumed. Get 15GB data topup at just Rs181 | valid for 30 days |Recharge now i.airtel.in/dtpck
1970-01-01 00:28:54.151353776,1793.0,debit,Uncategorized,Others,brnchi,"DODGE LATE FEE: Hi Raman, Our customers are already availing the benefits of early repayments. Be smart and join them by paying Rs 1793/- with just one tap Pay by due date or PAY NOW https://branch.co/BRNCHI/Bp2EGsx -Branch Intl"
1970-01-01 00:28:56.055978053,900.0,unknown,Uncategorized,Others,650024,"Full HD entertainment for just Rs 900!
Install Airtel Digital TV and enjoy free installation.
Click here - i.airtel.in/DTH-Sale-1"
1970-01-01 00:28:52.948560210,161.0,unknown,Uncategorized,Others,650002,"Offer for 8082XXX088 for you!
Recharge now to get 12GB data valid till 30 days in Rs161. Recharge on Airtel Thanks App with ZERO CONVENIENCE FEE  i.airtel.in/AirRech"
1970-01-01 00:28:52.985293615,181.0,unknown,Uncategorized,Others,airtel,Alert!50%-: of daily high speed data is consumed. Get 15GB data topup at just Rs181 | valid for 30 days i.airtel.in/dtpck
1970-01-01 00:28:53.294086438,181.0,unknown,Uncategorized,Others,650001,"Introducing ULTIMATE SAVER PACK for smart savers like you! 
Get 20+ OTTs subscription with Airtel Xstream Play (30 days), 15GB & much more for 30 days. Recharge with Rs181 pack today. Recharge on Airtel Thanks App with ZERO CONVENIENCE FEE  i.airtel.in/AirRech"
1970-01-01 00:28:54.852141872,398.0,unknown,Uncategorized,Others,650003,"You're missing out on incoming calls & OTPs! Recharge now with Rs398 Airtel pack to get Disney+ Hotstar subscription, unlimited calls & 2GB data/day, 100SMS/day, UL 5G available for 28 days. Recharge on Airtel Thanks App with ZERO CONVENIENCE FEE  i.airtel.in/AirRech"
1970-01-01 00:28:53.299020359,750.0,unknown,Uncategorized,Others,650024,"Enjoy HD entertainment this festive season at never-before prices! Get your Airtel DTH connection at just Rs750.
Hurry, go grab yours! Visit i.airtel.in/DTH-Sale-1"
1970-01-01 00:28:54.504596489,349.0,unknown,Uncategorized,Others,650001,"You're missing out on incoming calls & OTPs! Recharge now with Rs349 Airtel pack to get UL calls, 2GB data/day, 100 SMS/day & UL 5G available, for 28 days. Recharge on Airtel Thanks App with ZERO CONVENIENCE FEE  i.airtel.in/AirRech"
1970-01-01 00:28:52.527026814,181.0,unknown,Uncategorized,Others,650001,"Introducing ULTIMATE SAVER PACK for smart savers like you! 
Get 20+ OTTs subscription with Airtel Xstream Play (30 days), 15GB & much more for 30 days. Recharge with Rs181 pack today. Recharge on Airtel Thanks App with ZERO CONVENIENCE FEE  i.airtel.in/AirRech"
1970-01-01 00:28:53.603148980,7.0,debit,Uncategorized,Others,pnbsms,A/c XX2440 debited INR 7.00 Dt 08-12-24 01:53 thru UPI:232432043908. Not u?Fwd this SMS to 0000002640 to block UPI.Download PNB ONE-PNB
1970-01-01 00:28:55.296772974,1.0,unknown,Uncategorized,Others,180008,Loan Approved in 48 Hrs! Apply for a Bajaj Finance Property Loan of upto Rs 1 Crore today! { https://r.bflcomm.in/BAJOFF/G0beRue8 }
1970-01-01 00:28:56.261925584,181.0,unknown,Uncategorized,Others,airtel,Alert!50%-: of daily high speed data is consumed. Get 15GB data topup at just Rs181 | valid for 30 days | Recharge now i.airtel.in/dtpck
1970-01-01 00:28:55.781644682,1899.0,credit,Uncategorized,Others,bobsms,Rs 1899.00 debited from A/C XXXXXX4491 and credited to bflautopay@hdfcbank UPI Ref:500262787297. Not you? Call 18005700 -BOB
1970-01-01 00:28:56.114394401,181.0,unknown,Uncategorized,Others,airtel,Alert!50%-: of daily high speed data is consumed. Get 15GB data topup at just Rs181 | valid for 30 days | Recharge now i.airtel.in/dtpck
1970-01-01 00:28:52.775467203,979.0,unknown,save,Others,airtel,Want to save on your mobile recharge? Get Airtel's 84-day pack at Rs979 and enjoy 2GB/day + unlimited calls. That's just Rs327/month ! Bonus: Get Unlimited 5G data over & above 2GB/day. Recharge now i.airtel.in/979_sil
1970-01-01 00:28:54.662992796,49.0,credit,Uncategorized,Others,bobsms,Rs 49.00 debited from A/C XXXXXX4491 and credited to jiosavan1paytm@hdfcbank UPI Ref:435598024905. Not you? Call 18005700 -BOB
1970-01-01 00:28:53.735755077,349.0,unknown,Uncategorized,Others,650025,"Airtel pack on 0000006088 will expire today! Recharge now to enjoy daily 2 GB,daily 100 SMS, UL calls for 28(CheckOffer) days with Rs 349. Click i.airtel.in/Rcharge"
1970-01-01 00:28:54.941112103,349.0,unknown,Uncategorized,Others,650001,"You're missing out on incoming calls & OTPs! Recharge now with Rs349 Airtel pack to get UL calls, 2GB data/day, 100 SMS/day & UL 5G available, for 28 days. Recharge on Airtel Thanks App with ZERO CONVENIENCE FEE  i.airtel.in/AirRech"
1970-01-01 00:28:56.566586179,1793.0,unknown,Uncategorized,Others,brnchi,"A HEADS UP! Hi Raman, your BRANCH EMI of Rs 1793/- is on the horizon.  To avoid any repercussions on your future borrowings make sure to pay by the due date or PAY NOW by quick tap https://branch.co/BRNCHI/Bp2EGsx -Branch Intl"
1970-01-01 00:28:52.875078627,149.0,unknown,Uncategorized,Others,650024,"Paris has Fallen is LIVE on Airtel Xstream Plan. Get access to 25+ OTTs including LionsgatePlay, Sony LIV, Amazon Mx Player, hoichoi, Chaupal at just Rs149. 
Click- open.airtelxstream.in/FREE_TVSHOWS"
1970-01-01 00:28:36.714491009,65.0,unknown,Uncategorized,Others,650003,"Offer for 8082XXX088 !
Recharge now on Airtel Thanks App to enjoy 4GB+2GB data as per current pack validity in Rs65 pack. Recharge on Airtel Thanks App with ZERO CONVENIENCE FEE  i.airtel.in/AirRech"
1970-01-01 00:28:40.081789156,2000.0,credit,Uncategorized,Others,sbiupi,"Dear SBI UPI User, ur A/cX8589 credited by Rs2000 on 04Jul24 by  (Ref no 418608018754)"
1970-01-01 00:28:39.476552515,39.0,unknown,Uncategorized,Others,650003,"Offer for 8082XXX088 !
Recharge now to enjoy Unlimited data for 1 day in Rs39. Recharge on Airtel Thanks App with ZERO CONVENIENCE FEE  i.airtel.in/AirRech"
1970-01-01 00:28:38.043076594,1000.0,credit,Uncategorized,Others,sbiupi,"Dear SBI UPI User, ur A/cX8589 credited by Rs1000 on 10Jun24 by  (Ref no 452828620206)"
1970-01-01 00:28:40.042018652,283.71,debit,Uncategorized,Others,cbssbi,"Your AC XXXXX068589 Debited INR 283.71 on 03/07/24 -ECS/ACH RET CH. Avl Bal INR 3,569.29.-SBI"
1970-01-01 00:28:41.628889039,181.0,unknown,Uncategorized,Others,650001,"Introducing ULTIMATE SAVER PACK for smart savers like you! 
Get 20+ OTTs subscription with Airtel Xstream Play (28 days), 15GB & much more as per current pack validity. Recharge with Rs181 pack today. Recharge on Airtel Thanks App with ZERO CONVENIENCE FEE  i.airtel.in/AirRech"
1970-01-01 00:28:37.582878216,2900.0,debit,Uncategorized,Others,cbssbi,"Dear Customer, Your A/C XXXXX068589 has a debit by NACH of Rs 2,900.00 on 05/06/24. Avl Bal Rs 9,080.01. Download YONO - SBI"
1970-01-01 00:28:40.103038452,3500.0,credit,Uncategorized,Others,sbiupi,"Dear SBI UPI User, ur A/cX8589 credited by Rs3500 on 04Jul24 by  (Ref no 418675983504)"
1970-01-01 00:28:41.722708664,161.0,unknown,Uncategorized,Others,650002,"Offer for 8082XXX088 !
Recharge now to enjoy 12GB data as per current pack validity in Rs161. Recharge on Airtel Thanks App with ZERO CONVENIENCE FEE  i.airtel.in/AirRech"
1970-01-01 00:28:39.166898393,80.0,credit,Uncategorized,Others,sbiupi,"Dear SBI UPI User, ur A/cX8589 credited by Rs80 on 23Jun24 by  (Ref no 417523726149)"
1970-01-01 00:28:40.245003670,650.0,credit,Uncategorized,Others,sbiupi,"Dear SBI UPI User, ur A/cX8589 credited by Rs650 on 06Jul24 by  (Ref no 455468644242)"
1970-01-01 00:28:40.424250815,22.0,unknown,Uncategorized,Others,650001,"Offer for 8082XXX088 !
Recharge now to enjoy 1GB data, for 1 day, in Rs22. Recharge on Airtel Thanks App with ZERO CONVENIENCE FEE  i.airtel.in/AirRech"
1970-01-01 00:28:36.875623973,55500.0,unknown,Uncategorized,Others,101415,"Dear User, Refi'd: INR 55,500 ICICI MF Approved on 28/05/2024 Successful Registration Confirm Now https://vl.gl/nbI0J9YJO3 T&C Apply Thanks Wh"
1970-01-01 00:28:36.455113985,65.0,unknown,Uncategorized,Others,650003,"Offer for 8082XXX088 !
Recharge now on Airtel Thanks App to enjoy 4GB+2GB data as per current pack validity in Rs65 pack. Recharge on Airtel Thanks App with ZERO CONVENIENCE FEE  i.airtel.in/AirRech"
1970-01-01 00:28:39.390027076,19.0,unknown,Uncategorized,Others,650001,"Offer for 8082XXX088 !
Recharge now to enjoy 1GB data, for 1 day in Rs19. Recharge on Airtel Thanks App with ZERO CONVENIENCE FEE  i.airtel.in/AirRech"
1970-01-01 00:28:40.858056043,33.0,unknown,Uncategorized,Others,650002,"Offer for 8082XXX088 !
Recharge now to enjoy 2GB data, for 1 day, in Rs33. Recharge on Airtel Thanks App with ZERO CONVENIENCE FEE  i.airtel.in/AirRech"
1970-01-01 00:28:39.822630907,300.0,credit,Uncategorized,Others,sbiupi,"Dear SBI UPI User, ur A/cX8589 credited by Rs300 on 01Jul24 by  (Ref no 418337001482)"
1970-01-01 00:28:38.982399312,1000.0,credit,Uncategorized,Others,sbiupi,"Dear SBI UPI User, ur A/cX8589 credited by Rs1000 on 21Jun24 by  (Ref no 417312238972)"
1970-01-01 00:28:42.254153134,1500.0,credit,Uncategorized,Others,cbssbi,"Your A/C XXXXX068589 Credited INR 1,500.00 on 29/07/24 -Deposit of Cash at S5NK000666622 CDM. Avl Bal INR 2,442.61-SBI"
1970-01-01 00:28:40.505755992,33.0,unknown,Uncategorized,Others,650002,"Offer for 8082XXX088 !
Recharge now to enjoy 2GB data, for 1 day, in Rs33. Recharge on Airtel Thanks App with ZERO CONVENIENCE FEE  i.airtel.in/AirRech"
1970-01-01 00:28:37.307066538,65.0,unknown,Uncategorized,Others,650003,"Offer for 8082XXX088 !
Recharge now on Airtel Thanks App to enjoy 4GB+2GB data as per current pack validity in Rs65 pack. Recharge on Airtel Thanks App with ZERO CONVENIENCE FEE  i.airtel.in/AirRech"
1970-01-01 00:28:39.497133077,1500.0,credit,Uncategorized,Others,sbiupi,"Dear SBI UPI User, ur A/cX8589 credited by Rs1500 on 27Jun24 by  (Ref no 417959243693)"
1970-01-01 00:28:41.024017769,100.0,credit,Uncategorized,Others,sbiupi,"Dear SBI UPI User, ur A/cX8589 credited by Rs100 on 15Jul24 by  (Ref no 419733882461)"
1970-01-01 00:28:38.785349211,1000.0,credit,Uncategorized,Others,sbiupi,"Dear SBI UPI User, ur A/cX8589 credited by Rs1000 on 19Jun24 by  (Ref no 417167522409)"
1970-01-01 00:28:41.456754129,1000.0,credit,Uncategorized,Others,sbiupi,"Dear SBI UPI User, ur A/cX8589 credited by Rs1000 on 20Jul24 by  (Ref no 420281721608)"
1970-01-01 00:28:37.833282497,1101.46,unknown,be ready for delivery,Others,enfild,"Dear Customer, Job card for your Royal Enfield Motorcycle has been created and the cost estimate for the service is ₹ 1,101.46.  Your motorcycle is expected to be ready for delivery on 08-06-2024 14:30.  For assistance or clarification please get in touch with your service consultant."
1970-01-01 00:28:38.525741281,65.0,unknown,Uncategorized,Others,650003,"Offer for 8082XXX088 !
Recharge now on Airtel Thanks App to enjoy 4GB+2GB data as per current pack validity in Rs65 pack. Recharge on Airtel Thanks App with ZERO CONVENIENCE FEE  i.airtel.in/AirRech"
1970-01-01 00:28:40.681802938,20.0,unknown,restock,Investments,snplix,"PLIX: Raman, this is a reminder to restock on your Plix Products. Use code RS20 & Get a flat 10% off + 10% cashback valid for 24hrs only. ct1.io/60lPd7O"
1970-01-01 00:28:36.964013479,39.0,unknown,Uncategorized,Others,650001,"Offer for 8082XXX088 !
Recharge now to enjoy Unlimited data for 1 day in Rs39. Recharge on Airtel Thanks App with ZERO CONVENIENCE FEE  i.airtel.in/AirRech"
1970-01-01 00:28:39.497289342,2700.0,credit,Uncategorized,Others,sbiupi,"Dear SBI UPI User, ur A/cX8589 credited by Rs2700 on 27Jun24 by  (Ref no 417967896432)"
1970-01-01 00:28:37.918630210,65.0,unknown,Uncategorized,Others,650003,"Offer for 8082XXX088 !
Recharge now on Airtel Thanks App to enjoy 4GB+2GB data as per current pack validity in Rs65 pack. Recharge on Airtel Thanks App with ZERO CONVENIENCE FEE  i.airtel.in/AirRech"
1970-01-01 00:28:38.290324862,500.0,credit,Uncategorized,Others,sbiupi,"Dear SBI UPI User, ur A/cX8589 credited by Rs500 on 13Jun24 by  (Ref no 453169556688)"
1970-01-01 00:28:38.698325191,118.0,unknown,Uncategorized,Others,650002,"Offer for 8082XXX088 !
Recharge now to enjoy 12GB data as per current pack validity in Rs118. Recharge on Airtel Thanks App with ZERO CONVENIENCE FEE  i.airtel.in/AirRech"
1970-01-01 00:28:41.203917964,181.0,unknown,Uncategorized,Others,650001,"Introducing ULTIMATE SAVER PACK for smart savers like you! 
Get 20+ OTTs subscription with Airtel Xstream Play (28 days), 15GB & much more as per current pack validity. Recharge with Rs181 pack today. Recharge on Airtel Thanks App with ZERO CONVENIENCE FEE  i.airtel.in/AirRech"
1970-01-01 00:28:38.005378359,10000.0,credit,Uncategorized,Others,sbipsg,"Dear Customer, INR 10,000.00 credited to your A/c No XX8589 on 10/06/2024 through NEFT with UTR MAHBH24162143396 by Mr. SONI RAJUBHAI SATISHBHAI, INFO: /URGENT/ //NA // // // //-SBI"
1970-01-01 00:28:39.299666253,29.0,unknown,Uncategorized,Others,650002,"Offer for 8082XXX088 !
Recharge now to enjoy 2GB data, for 1 day in Rs29. Recharge on Airtel Thanks App with ZERO CONVENIENCE FEE  i.airtel.in/AirRech"
1970-01-01 00:28:40.594624332,22.0,unknown,Uncategorized,Others,650001,"Offer for 8082XXX088 !
Recharge now to enjoy 1GB data, for 1 day, in Rs22. Recharge on Airtel Thanks App with ZERO CONVENIENCE FEE  i.airtel.in/AirRech"
1970-01-01 00:28:39.166883525,80.0,credit,Uncategorized,Others,sbiupi,"Dear SBI UPI User, ur A/cX8589 credited by Rs80 on 23Jun24 by  (Ref no 417523726149)"
1970-01-01 00:28:40.504244603,2.0,unknown,Uncategorized,Others,sbibnk,"Dear Customer,Enroll under PMJJBY, Life Ins. Cover Rs 2 lac @ Rs 436 p.a. Visit Branch/CSP or do yourself on SBI Net Banking/Jan Suraksha Portal. T&C Apply-SBI"
1970-01-01 00:28:36.995131936,2000.0,credit,Uncategorized,Others,sbiupi,"Dear SBI UPI User, ur A/cX8589 credited by Rs2000 on 29May24 by  (Ref no 415006741857)"
1970-01-01 00:28:36.983557104,10.0,unknown,Uncategorized,Others,arwynk,Set your favourite songs as your ringtone for just Rs10! Click here to buy now! open.wynk.in/ringtones1
1970-01-01 00:28:37.057043706,65.0,unknown,Uncategorized,Others,650003,"Offer for 8082XXX088 !
Recharge now on Airtel Thanks App to enjoy 4GB+2GB data as per current pack validity in Rs65 pack. Recharge on Airtel Thanks App with ZERO CONVENIENCE FEE  i.airtel.in/AirRech"
1970-01-01 00:28:39.126790083,39.0,unknown,Uncategorized,Others,650003,"Offer for 8082XXX088 !
Recharge now to enjoy Unlimited data for 1 day in Rs39. Recharge on Airtel Thanks App with ZERO CONVENIENCE FEE  i.airtel.in/AirRech"
1970-01-01 00:28:42.329231687,10.0,unknown,Uncategorized,Others,arwynk,Set your favourite songs as your ringtone for just Rs10! Click here to buy now! open.wynk.in/ringtones4
1970-01-01 00:28:37.561558105,6.0,credit,Uncategorized,Others,sbiupi,"Dear SBI UPI User, ur A/cX8589 credited by Rs6 on 05Jun24 by  (Ref no 415782159388)"
1970-01-01 00:28:42.248616506,22.0,unknown,Uncategorized,Others,650001,"Offer for 8082XXX088 !
Recharge now to enjoy 1GB data, for 1 day, in Rs22. Recharge on Airtel Thanks App with ZERO CONVENIENCE FEE  i.airtel.in/AirRech"
1970-01-01 00:28:41.549255626,99.0,unknown,Uncategorized,Others,650003,"Offer for 8082XXX088 !
Recharge now to enjoy unlimited data, for 2 days, in Rs99. Recharge on Airtel Thanks App with ZERO CONVENIENCE FEE  i.airtel.in/AirRech"
1970-01-01 00:28:37.093016621,148.0,unknown,Uncategorized,Others,airtel,Alert!50%-: of daily high speed data is consumed. Get 15GB data topup at just Rs148 | valid till your current pack i.airtel.in/148pack
1970-01-01 00:28:37.908359942,1.0,credit,Uncategorized,Others,sbiupi,"Dear SBI UPI User, ur A/cX8589 credited by Rs1 on 09Jun24 by  (Ref no 452770932611)"
1970-01-01 00:28:39.652329885,29.0,unknown,Uncategorized,Others,650002,"Offer for 8082XXX088 !
Recharge now to enjoy 2GB data, for 1 day in Rs29. Recharge on Airtel Thanks App with ZERO CONVENIENCE FEE  i.airtel.in/AirRech"
1970-01-01 00:28:39.331105430,148.0,unknown,Uncategorized,Others,airtel,Alert!50%-: of daily high speed data is consumed. Get 15GB data topup at just Rs148 | valid till your current pack i.airtel.in/148pack
1970-01-01 00:28:41.376043554,181.0,unknown,Uncategorized,Others,650001,"Introducing ULTIMATE SAVER PACK for smart savers like you! 
Get 20+ OTTs subscription with Airtel Xstream Play (28 days), 15GB & much more as per current pack validity. Recharge with Rs181 pack today. Recharge on Airtel Thanks App with ZERO CONVENIENCE FEE  i.airtel.in/AirRech"
1970-01-01 00:28:38.198410459,5047.0,credit,Uncategorized,Others,sbiupi,"Dear SBI UPI User, ur A/cX8589 credited by Rs5047 on 12Jun24 by  (Ref no 416477995156)"
1970-01-01 00:28:37.755685173,39.0,unknown,Uncategorized,Others,650001,"Offer for 8082XXX088 !
Recharge now to enjoy Unlimited data for 1 day in Rs39. Recharge on Airtel Thanks App with ZERO CONVENIENCE FEE  i.airtel.in/AirRech"
1970-01-01 00:28:38.098072274,29.0,unknown,Uncategorized,Others,650002,"Offer for 8082XXX088 !
Recharge now to enjoy 2GB data, for 1 day in Rs29. Recharge on Airtel Thanks App with ZERO CONVENIENCE FEE  i.airtel.in/AirRech"
1970-01-01 00:28:37.656933566,65.0,unknown,Uncategorized,Others,650003,"Offer for 8082XXX088 !
Recharge now on Airtel Thanks App to enjoy 4GB+2GB data as per current pack validity in Rs65 pack. Recharge on Airtel Thanks App with ZERO CONVENIENCE FEE  i.airtel.in/AirRech"
1970-01-01 00:28:40.940697743,49.0,unknown,Uncategorized,Others,650003,"Offer for 8082XXX088 !
Recharge now to enjoy unlimited data, for 1 day, in Rs49. Recharge on Airtel Thanks App with ZERO CONVENIENCE FEE  i.airtel.in/AirRech"
1970-01-01 00:28:37.880709613,148.0,unknown,Uncategorized,Others,airtel,Alert!50%-: of daily high speed data is consumed. Get 15GB data topup at just Rs148 | valid till your current pack i.airtel.in/148pack
1970-01-01 00:28:39.200411182,1000.0,credit,Uncategorized,Others,sbiupi,"Dear SBI UPI User, ur A/cX8589 credited by Rs1000 on 24Jun24 by  (Ref no 454243540150)"
1970-01-01 00:28:38.203944713,2800.0,credit,Uncategorized,Others,sbiupi,"Dear SBI UPI User, ur A/cX8589 credited by Rs2800 on 12Jun24 by  (Ref no 416447210603)"
1970-01-01 00:28:38.618215374,500.0,credit,Uncategorized,Others,sbiupi,"Dear SBI UPI User, ur A/cX8589 credited by Rs500 on 17Jun24 by  (Ref no 453556045373)"
1970-01-01 00:28:39.052302674,1000.0,credit,Uncategorized,Others,sbiupi,"Dear SBI UPI User, ur A/cX8589 credited by Rs1000 on 22Jun24 by  (Ref no 417484374440)"
1970-01-01 00:28:41.032746852,22.0,unknown,Uncategorized,Others,650001,"Offer for 8082XXX088 !
Recharge now to enjoy 1GB data, for 1 day, in Rs22. Recharge on Airtel Thanks App with ZERO CONVENIENCE FEE  i.airtel.in/AirRech"
1970-01-01 00:28:40.605621599,3928.0,debit,Uncategorized,Others,cbssbi,"Dear Customer, Your A/C XXXXX068589 has a debit by NACH of Rs 3,928.00 on 10/07/24. Avl Bal Rs 1,750.29. Download YONO - SBI"
1970-01-01 00:28:41.804390439,181.0,unknown,Uncategorized,Others,650001,"Introducing ULTIMATE SAVER PACK for smart savers like you! 
Get 20+ OTTs subscription with Airtel Xstream Play (28 days), 15GB & much more as per current pack validity. Recharge with Rs181 pack today. Recharge on Airtel Thanks App with ZERO CONVENIENCE FEE  i.airtel.in/AirRech"
1970-01-01 00:28:38.080168911,249.0,debit,any payment OTP,Salary,dtdccr,"I43815296 is out for delivery.Plz share SMILE CODE (8413) with Dly Agent, for Zero Contact Delivery.Keep COD Rs 249 ready. DTDC won't ask for any payment OTP"
1970-01-01 00:28:38.695354448,3500.0,credit,Uncategorized,Others,sbiupi,"Dear SBI UPI User, ur A/cX8589 credited by Rs3500 on 18Jun24 by  (Ref no 417017068210)"
1970-01-01 00:28:37.004093192,1000.0,credit,Uncategorized,Others,sbiupi,"Dear SBI UPI User, ur A/cX8589 credited by Rs1000 on 29May24 by  (Ref no 415010345801)"
1970-01-01 00:28:40.418366605,3928.0,unknown,Uncategorized,Others,idfcfb,"EMI of INR 3928 is due for TWO WHEELER LOANS a/c no ****3863 on 10-JUL-24. EMI will be deducted from your a/c no ****8589 between 6am-10pm. Please maintain sufficient balance in your bank a/c to avoid charges & need for multiple presentation. For details click
https://idfcfr.in/kHRQDg
IDFC FIRST Bank"
1970-01-01 00:28:41.569400616,10000.0,credit,Uncategorized,Others,cbssbi,"Your A/C XXXXX068589 Credited INR 10,000.00 on 21/07/24 -Deposit of Cash at S5NL011857621 CDM. Avl Bal INR 10,633.61-SBI"
1970-01-01 00:28:36.447717719,8000.0,credit,Uncategorized,Others,sbiupi,"Dear SBI UPI User, ur A/cX8589 credited by Rs8000 on 23May24 by  (Ref no 414490399816)"
1970-01-01 00:28:40.023646982,4500.0,credit,Uncategorized,Others,cbssbi,"Your A/C XXXXX068589 Credited INR 4,500.00 on 03/07/24 -Deposit of Cash at S5NL011857621 CDM. Avl Bal INR 4,510.00-SBI"
1970-01-01 00:28:38.288777852,6000.0,credit,Uncategorized,Others,sbiupi,"Dear SBI UPI User, ur A/cX8589 credited by Rs6000 on 13Jun24 by  (Ref no 453101456916)"
1970-01-01 00:28:41.890145005,49.0,unknown,Uncategorized,Others,650003,"Offer for 8082XXX088 !
Recharge now to enjoy unlimited data, for 1 day, in Rs49. Recharge on Airtel Thanks App with ZERO CONVENIENCE FEE  i.airtel.in/AirRech"
1970-01-01 00:28:37.843325910,1000.0,credit,Uncategorized,Others,sbiupi,"Dear SBI UPI User, ur A/cX8589 credited by Rs1000 on 08Jun24 by  (Ref no 416068888869)"
1970-01-01 00:28:36.619241682,29.0,unknown,Uncategorized,Others,650002,"Offer for 8082XXX088 !
Recharge now to enjoy 2GB data, for 1 day in Rs29. Recharge on Airtel Thanks App with ZERO CONVENIENCE FEE  i.airtel.in/AirRech"
1970-01-01 00:28:40.681792301,60000.0,unknown,Uncategorized,Others,638908,Congratulations for attending stock group profit RS60000/day. Please whatsapp at https://bit.ly/45YTpfO for more details. FANTASY 11
1970-01-01 00:28:37.142631510,500.0,credit,Uncategorized,Others,sbiupi,"Dear SBI UPI User, ur A/cX8589 credited by Rs500 on 31May24 by  (Ref no 415239386594)"
1970-01-01 00:28:36.543392146,39.0,unknown,Uncategorized,Others,650001,"Offer for 8082XXX088 !
Recharge now to enjoy Unlimited data for 1 day in Rs39. Recharge on Airtel Thanks App with ZERO CONVENIENCE FEE  i.airtel.in/AirRech"
1970-01-01 00:28:41.811145272,300.0,unknown,your friends today,Others,650024,"Get Rs300 off on your next recharge!
Refer any Airtel service to your friends today on Airtel Thanks App
Refer Now- i.airtel.in/Act_no5g"
